Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 780168 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 782204 found at 0s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 789499 found at 1s
Seconds: 2, Iteration: 40, Iteration per second: 20.000000, Best solution: 789499 found at 1s
Seconds: 2, Iteration: 50, Iteration per second: 25.000000, Best solution: 789690 found at 2s
Seconds: 2, Iteration: 60, Iteration per second: 30.000000, Best solution: 789690 found at 2s
Seconds: 3, Iteration: 70, Iteration per second: 23.333333, Best solution: 792313 found at 2s
Seconds: 3, Iteration: 80, Iteration per second: 26.666667, Best solution: 800325 found at 3s
Seconds: 3, Iteration: 90, Iteration per second: 30.000000, Best solution: 800327 found at 3s
Seconds: 3, Iteration: 100, Iteration per second: 33.333333, Best solution: 800327 found at 3s
Seconds: 4, Iteration: 110, Iteration per second: 27.500000, Best solution: 801362 found at 4s
Seconds: 4, Iteration: 120, Iteration per second: 30.000000, Best solution: 801362 found at 4s
Seconds: 4, Iteration: 130, Iteration per second: 32.500000, Best solution: 802869 found at 4s
Seconds: 4, Iteration: 140, Iteration per second: 35.000000, Best solution: 805941 found at 4s
Seconds: 4, Iteration: 150, Iteration per second: 37.500000, Best solution: 805941 found at 4s
Seconds: 4, Iteration: 160, Iteration per second: 40.000000, Best solution: 805941 found at 4s
Seconds: 5, Iteration: 170, Iteration per second: 34.000000, Best solution: 805941 found at 4s
Seconds: 5, Iteration: 180, Iteration per second: 36.000000, Best solution: 805941 found at 4s
Seconds: 5, Iteration: 190, Iteration per second: 38.000000, Best solution: 805943 found at 5s
Seconds: 5, Iteration: 200, Iteration per second: 40.000000, Best solution: 805943 found at 5s
Seconds: 5, Iteration: 210, Iteration per second: 42.000000, Best solution: 805943 found at 5s
Seconds: 5, Iteration: 220, Iteration per second: 44.000000, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 230, Iteration per second: 38.333333, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 240, Iteration per second: 40.000000, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 250, Iteration per second: 41.666667, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 260, Iteration per second: 43.333333, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 270, Iteration per second: 45.000000, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 280, Iteration per second: 46.666667, Best solution: 805943 found at 5s
Seconds: 6, Iteration: 290, Iteration per second: 48.333333, Best solution: 805967 found at 6s
Seconds: 7, Iteration: 300, Iteration per second: 42.857143, Best solution: 805967 found at 6s
Seconds: 7, Iteration: 310, Iteration per second: 44.285714, Best solution: 805967 found at 6s
Seconds: 7, Iteration: 320, Iteration per second: 45.714286, Best solution: 805967 found at 6s
Seconds: 7, Iteration: 330, Iteration per second: 47.142857, Best solution: 805967 found at 6s
Seconds: 7, Iteration: 340, Iteration per second: 48.571429, Best solution: 805967 found at 6s
Seconds: 7, Iteration: 350, Iteration per second: 50.000000, Best solution: 805967 found at 6s
Seconds: 8, Iteration: 360, Iteration per second: 45.000000, Best solution: 805967 found at 6s
Seconds: 8, Iteration: 370, Iteration per second: 46.250000, Best solution: 805967 found at 6s
Seconds: 8, Iteration: 380, Iteration per second: 47.500000, Best solution: 805967 found at 6s
