Running GRASP algorithm...
Seconds: 1, Iteration: 10, Iteration per second: 10.000000, Best solution: 1078138 found at 1s
Seconds: 2, Iteration: 20, Iteration per second: 10.000000, Best solution: 1078319 found at 1s
Seconds: 2, Iteration: 30, Iteration per second: 15.000000, Best solution: 1078319 found at 1s
Seconds: 3, Iteration: 40, Iteration per second: 13.333333, Best solution: 1080320 found at 3s
Seconds: 3, Iteration: 50, Iteration per second: 16.666667, Best solution: 1080320 found at 3s
Seconds: 4, Iteration: 60, Iteration per second: 15.000000, Best solution: 1081967 found at 4s
Seconds: 4, Iteration: 70, Iteration per second: 17.500000, Best solution: 1081967 found at 4s
Seconds: 5, Iteration: 80, Iteration per second: 16.000000, Best solution: 1083087 found at 4s
Seconds: 5, Iteration: 90, Iteration per second: 18.000000, Best solution: 1085734 found at 5s
Seconds: 6, Iteration: 100, Iteration per second: 16.666667, Best solution: 1085734 found at 5s
Seconds: 6, Iteration: 110, Iteration per second: 18.333333, Best solution: 1085734 found at 5s
Seconds: 6, Iteration: 120, Iteration per second: 20.000000, Best solution: 1085734 found at 5s
Seconds: 6, Iteration: 130, Iteration per second: 21.666667, Best solution: 1085734 found at 5s
Seconds: 6, Iteration: 140, Iteration per second: 23.333333, Best solution: 1092088 found at 6s
Seconds: 7, Iteration: 150, Iteration per second: 21.428571, Best solution: 1092088 found at 6s
Seconds: 7, Iteration: 160, Iteration per second: 22.857143, Best solution: 1095638 found at 7s
Seconds: 7, Iteration: 170, Iteration per second: 24.285714, Best solution: 1095638 found at 7s
Seconds: 7, Iteration: 180, Iteration per second: 25.714286, Best solution: 1095638 found at 7s
Seconds: 8, Iteration: 190, Iteration per second: 23.750000, Best solution: 1095638 found at 7s
Seconds: 8, Iteration: 200, Iteration per second: 25.000000, Best solution: 1096112 found at 8s
Seconds: 8, Iteration: 210, Iteration per second: 26.250000, Best solution: 1096112 found at 8s
Seconds: 8, Iteration: 220, Iteration per second: 27.500000, Best solution: 1096112 found at 8s
Seconds: 9, Iteration: 230, Iteration per second: 25.555556, Best solution: 1096112 found at 8s
Seconds: 9, Iteration: 240, Iteration per second: 26.666667, Best solution: 1096112 found at 8s
Seconds: 9, Iteration: 250, Iteration per second: 27.777778, Best solution: 1096112 found at 8s
Seconds: 9, Iteration: 260, Iteration per second: 28.888889, Best solution: 1096112 found at 8s
Seconds: 10, Iteration: 270, Iteration per second: 27.000000, Best solution: 1096112 found at 8s
Seconds: 10, Iteration: 280, Iteration per second: 28.000000, Best solution: 1096112 found at 8s
Seconds: 10, Iteration: 290, Iteration per second: 29.000000, Best solution: 1096112 found at 8s
Seconds: 10, Iteration: 300, Iteration per second: 30.000000, Best solution: 1098200 found at 10s
Seconds: 10, Iteration: 310, Iteration per second: 31.000000, Best solution: 1098200 found at 10s
Seconds: 11, Iteration: 320, Iteration per second: 29.090909, Best solution: 1098200 found at 10s
Seconds: 11, Iteration: 330, Iteration per second: 30.000000, Best solution: 1098253 found at 11s
Seconds: 11, Iteration: 340, Iteration per second: 30.909091, Best solution: 1098253 found at 11s
Seconds: 11, Iteration: 350, Iteration per second: 31.818182, Best solution: 1098253 found at 11s
Seconds: 11, Iteration: 360, Iteration per second: 32.727273, Best solution: 1098253 found at 11s
Seconds: 12, Iteration: 370, Iteration per second: 30.833333, Best solution: 1098253 found at 11s
Seconds: 12, Iteration: 380, Iteration per second: 31.666667, Best solution: 1098771 found at 12s
Seconds: 12, Iteration: 390, Iteration per second: 32.500000, Best solution: 1098771 found at 12s
Seconds: 12, Iteration: 400, Iteration per second: 33.333333, Best solution: 1099148 found at 12s
Seconds: 12, Iteration: 410, Iteration per second: 34.166667, Best solution: 1099148 found at 12s
Seconds: 13, Iteration: 420, Iteration per second: 32.307692, Best solution: 1099148 found at 12s
Seconds: 13, Iteration: 430, Iteration per second: 33.076923, Best solution: 1099148 found at 12s
Seconds: 13, Iteration: 440, Iteration per second: 33.846154, Best solution: 1099636 found at 13s
Seconds: 13, Iteration: 450, Iteration per second: 34.615385, Best solution: 1099636 found at 13s
Seconds: 13, Iteration: 460, Iteration per second: 35.384615, Best solution: 1099636 found at 13s
Seconds: 14, Iteration: 470, Iteration per second: 33.571429, Best solution: 1099636 found at 13s
Seconds: 14, Iteration: 480, Iteration per second: 34.285714, Best solution: 1099636 found at 13s
Seconds: 14, Iteration: 490, Iteration per second: 35.000000, Best solution: 1101129 found at 14s
Seconds: 14, Iteration: 500, Iteration per second: 35.714286, Best solution: 1101129 found at 14s
Seconds: 14, Iteration: 510, Iteration per second: 36.428571, Best solution: 1101129 found at 14s
Seconds: 15, Iteration: 520, Iteration per second: 34.666667, Best solution: 1101129 found at 14s
Seconds: 15, Iteration: 530, Iteration per second: 35.333333, Best solution: 1101129 found at 14s
Seconds: 15, Iteration: 540, Iteration per second: 36.000000, Best solution: 1101129 found at 14s
Seconds: 15, Iteration: 550, Iteration per second: 36.666667, Best solution: 1101129 found at 14s
