Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 956105 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 961183 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 962287 found at 2s
Seconds: 3, Total Iterations: 400, Iteration per second: 133.333333, Best solution: 963088 found at 2s
Seconds: 3, Total Iterations: 500, Iteration per second: 166.666667, Best solution: 963212 found at 3s
Seconds: 4, Total Iterations: 600, Iteration per second: 150.000000, Best solution: 963212 found at 3s
Seconds: 4, Total Iterations: 700, Iteration per second: 175.000000, Best solution: 963212 found at 3s
Seconds: 4, Total Iterations: 800, Iteration per second: 200.000000, Best solution: 963212 found at 3s
Seconds: 5, Total Iterations: 900, Iteration per second: 180.000000, Best solution: 963212 found at 3s
Seconds: 5, Total Iterations: 1000, Iteration per second: 200.000000, Best solution: 963212 found at 3s
Seconds: 6, Total Iterations: 1100, Iteration per second: 183.333333, Best solution: 963212 found at 3s
Seconds: 6, Total Iterations: 1200, Iteration per second: 200.000000, Best solution: 963212 found at 3s
Seconds: 7, Total Iterations: 1300, Iteration per second: 185.714286, Best solution: 963212 found at 3s
Seconds: 7, Total Iterations: 1400, Iteration per second: 200.000000, Best solution: 963212 found at 3s
Seconds: 7, Total Iterations: 1500, Iteration per second: 214.285714, Best solution: 963212 found at 3s
Seconds: 8, Total Iterations: 1600, Iteration per second: 200.000000, Best solution: 963928 found at 8s
Seconds: 8, Total Iterations: 1700, Iteration per second: 212.500000, Best solution: 969887 found at 8s
Seconds: 9, Total Iterations: 1800, Iteration per second: 200.000000, Best solution: 972431 found at 8s
Seconds: 9, Total Iterations: 1900, Iteration per second: 211.111111, Best solution: 972431 found at 8s
Seconds: 9, Total Iterations: 2000, Iteration per second: 222.222222, Best solution: 972431 found at 8s
Seconds: 10, Total Iterations: 2100, Iteration per second: 210.000000, Best solution: 972431 found at 8s
Seconds: 10, Total Iterations: 2200, Iteration per second: 220.000000, Best solution: 974094 found at 10s
Seconds: 11, Total Iterations: 2300, Iteration per second: 209.090909, Best solution: 974284 found at 10s
Seconds: 11, Total Iterations: 2400, Iteration per second: 218.181818, Best solution: 975270 found at 11s
