Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 851144 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 865141 found at 1s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 869029 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 881133 found at 1s
Seconds: 1, Iteration: 50, Iteration per second: 50.000000, Best solution: 892442 found at 1s
Seconds: 1, Iteration: 60, Iteration per second: 60.000000, Best solution: 892442 found at 1s
Seconds: 1, Iteration: 70, Iteration per second: 70.000000, Best solution: 892442 found at 1s
Seconds: 2, Iteration: 80, Iteration per second: 40.000000, Best solution: 894621 found at 2s
Seconds: 2, Iteration: 90, Iteration per second: 45.000000, Best solution: 904059 found at 2s
Seconds: 2, Iteration: 100, Iteration per second: 50.000000, Best solution: 904059 found at 2s
Seconds: 2, Iteration: 110, Iteration per second: 55.000000, Best solution: 909184 found at 2s
Seconds: 2, Iteration: 120, Iteration per second: 60.000000, Best solution: 910200 found at 2s
Seconds: 2, Iteration: 130, Iteration per second: 65.000000, Best solution: 910200 found at 2s
Seconds: 2, Iteration: 140, Iteration per second: 70.000000, Best solution: 912404 found at 2s
Seconds: 2, Iteration: 150, Iteration per second: 75.000000, Best solution: 931652 found at 2s
Seconds: 3, Iteration: 160, Iteration per second: 53.333333, Best solution: 931652 found at 2s
Seconds: 3, Iteration: 170, Iteration per second: 56.666667, Best solution: 933307 found at 3s
Seconds: 3, Iteration: 180, Iteration per second: 60.000000, Best solution: 936909 found at 3s
Seconds: 3, Iteration: 190, Iteration per second: 63.333333, Best solution: 936909 found at 3s
Seconds: 3, Iteration: 200, Iteration per second: 66.666667, Best solution: 937626 found at 3s
Seconds: 3, Iteration: 210, Iteration per second: 70.000000, Best solution: 937626 found at 3s
Seconds: 3, Iteration: 220, Iteration per second: 73.333333, Best solution: 939741 found at 3s
Seconds: 3, Iteration: 230, Iteration per second: 76.666667, Best solution: 939741 found at 3s
Seconds: 3, Iteration: 240, Iteration per second: 80.000000, Best solution: 939741 found at 3s
Seconds: 3, Iteration: 250, Iteration per second: 83.333333, Best solution: 945304 found at 3s
Seconds: 3, Iteration: 260, Iteration per second: 86.666667, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 270, Iteration per second: 67.500000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 280, Iteration per second: 70.000000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 290, Iteration per second: 72.500000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 300, Iteration per second: 75.000000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 310, Iteration per second: 77.500000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 320, Iteration per second: 80.000000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 330, Iteration per second: 82.500000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 340, Iteration per second: 85.000000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 350, Iteration per second: 87.500000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 360, Iteration per second: 90.000000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 370, Iteration per second: 92.500000, Best solution: 945304 found at 3s
Seconds: 4, Iteration: 380, Iteration per second: 95.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 390, Iteration per second: 78.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 400, Iteration per second: 80.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 410, Iteration per second: 82.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 420, Iteration per second: 84.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 430, Iteration per second: 86.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 440, Iteration per second: 88.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 450, Iteration per second: 90.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 460, Iteration per second: 92.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 470, Iteration per second: 94.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 480, Iteration per second: 96.000000, Best solution: 945304 found at 3s
Seconds: 5, Iteration: 490, Iteration per second: 98.000000, Best solution: 945304 found at 3s
