Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 956462 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 962495 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 964515 found at 2s
Seconds: 2, Total Iterations: 400, Iteration per second: 200.000000, Best solution: 966960 found at 2s
Seconds: 2, Total Iterations: 500, Iteration per second: 250.000000, Best solution: 966960 found at 2s
Seconds: 2, Total Iterations: 600, Iteration per second: 300.000000, Best solution: 968496 found at 2s
Seconds: 3, Total Iterations: 700, Iteration per second: 233.333333, Best solution: 969040 found at 3s
Seconds: 3, Total Iterations: 800, Iteration per second: 266.666667, Best solution: 969040 found at 3s
Seconds: 3, Total Iterations: 900, Iteration per second: 300.000000, Best solution: 969040 found at 3s
Seconds: 3, Total Iterations: 1000, Iteration per second: 333.333333, Best solution: 969040 found at 3s
Seconds: 3, Total Iterations: 1100, Iteration per second: 366.666667, Best solution: 969045 found at 3s
Seconds: 4, Total Iterations: 1200, Iteration per second: 300.000000, Best solution: 969045 found at 3s
Seconds: 4, Total Iterations: 1300, Iteration per second: 325.000000, Best solution: 969045 found at 3s
Seconds: 4, Total Iterations: 1400, Iteration per second: 350.000000, Best solution: 969045 found at 3s
Seconds: 4, Total Iterations: 1500, Iteration per second: 375.000000, Best solution: 969045 found at 3s
Seconds: 4, Total Iterations: 1600, Iteration per second: 400.000000, Best solution: 969045 found at 3s
Seconds: 5, Total Iterations: 1700, Iteration per second: 340.000000, Best solution: 969045 found at 3s
Seconds: 5, Total Iterations: 1800, Iteration per second: 360.000000, Best solution: 969045 found at 3s
Seconds: 5, Total Iterations: 1900, Iteration per second: 380.000000, Best solution: 969208 found at 5s
Seconds: 5, Total Iterations: 2000, Iteration per second: 400.000000, Best solution: 969208 found at 5s
Seconds: 5, Total Iterations: 2100, Iteration per second: 420.000000, Best solution: 969208 found at 5s
Seconds: 6, Total Iterations: 2200, Iteration per second: 366.666667, Best solution: 969208 found at 5s
Seconds: 6, Total Iterations: 2300, Iteration per second: 383.333333, Best solution: 969208 found at 5s
Seconds: 6, Total Iterations: 2400, Iteration per second: 400.000000, Best solution: 969214 found at 6s
Seconds: 6, Total Iterations: 2500, Iteration per second: 416.666667, Best solution: 969497 found at 6s
Seconds: 6, Total Iterations: 2600, Iteration per second: 433.333333, Best solution: 969497 found at 6s
Seconds: 7, Total Iterations: 2700, Iteration per second: 385.714286, Best solution: 969497 found at 6s
Seconds: 7, Total Iterations: 2800, Iteration per second: 400.000000, Best solution: 969497 found at 6s
Seconds: 7, Total Iterations: 2900, Iteration per second: 414.285714, Best solution: 969497 found at 6s
Seconds: 7, Total Iterations: 3000, Iteration per second: 428.571429, Best solution: 969497 found at 6s
Seconds: 7, Total Iterations: 3100, Iteration per second: 442.857143, Best solution: 969497 found at 6s
Seconds: 8, Total Iterations: 3200, Iteration per second: 400.000000, Best solution: 969497 found at 6s
Seconds: 8, Total Iterations: 3300, Iteration per second: 412.500000, Best solution: 969497 found at 6s
Seconds: 8, Total Iterations: 3400, Iteration per second: 425.000000, Best solution: 969497 found at 6s
Seconds: 8, Total Iterations: 3500, Iteration per second: 437.500000, Best solution: 969497 found at 6s
Seconds: 8, Total Iterations: 3600, Iteration per second: 450.000000, Best solution: 969497 found at 6s
Seconds: 8, Total Iterations: 3700, Iteration per second: 462.500000, Best solution: 969497 found at 6s
Seconds: 9, Total Iterations: 3800, Iteration per second: 422.222222, Best solution: 969497 found at 6s
Seconds: 9, Total Iterations: 3900, Iteration per second: 433.333333, Best solution: 969497 found at 6s
Seconds: 9, Total Iterations: 4000, Iteration per second: 444.444444, Best solution: 969497 found at 6s
Seconds: 9, Total Iterations: 4100, Iteration per second: 455.555556, Best solution: 969497 found at 6s
Seconds: 9, Total Iterations: 4200, Iteration per second: 466.666667, Best solution: 969497 found at 6s
Seconds: 10, Total Iterations: 4300, Iteration per second: 430.000000, Best solution: 969497 found at 6s
Seconds: 10, Total Iterations: 4400, Iteration per second: 440.000000, Best solution: 969497 found at 6s
Seconds: 10, Total Iterations: 4500, Iteration per second: 450.000000, Best solution: 969497 found at 6s
Seconds: 10, Total Iterations: 4600, Iteration per second: 460.000000, Best solution: 969497 found at 6s
Seconds: 10, Total Iterations: 4700, Iteration per second: 470.000000, Best solution: 969497 found at 6s
Seconds: 11, Total Iterations: 4800, Iteration per second: 436.363636, Best solution: 969497 found at 6s
Seconds: 11, Total Iterations: 4900, Iteration per second: 445.454545, Best solution: 969497 found at 6s
Seconds: 11, Total Iterations: 5000, Iteration per second: 454.545455, Best solution: 969497 found at 6s
Seconds: 11, Total Iterations: 5100, Iteration per second: 463.636364, Best solution: 969497 found at 6s
Seconds: 11, Total Iterations: 5200, Iteration per second: 472.727273, Best solution: 969497 found at 6s
Seconds: 12, Total Iterations: 5300, Iteration per second: 441.666667, Best solution: 969497 found at 6s
Seconds: 12, Total Iterations: 5400, Iteration per second: 450.000000, Best solution: 969497 found at 6s
Seconds: 12, Total Iterations: 5500, Iteration per second: 458.333333, Best solution: 969497 found at 6s
Seconds: 12, Total Iterations: 5600, Iteration per second: 466.666667, Best solution: 969497 found at 6s
Seconds: 12, Total Iterations: 5700, Iteration per second: 475.000000, Best solution: 969497 found at 6s
Seconds: 13, Total Iterations: 5800, Iteration per second: 446.153846, Best solution: 969497 found at 6s
Seconds: 13, Total Iterations: 5900, Iteration per second: 453.846154, Best solution: 969497 found at 6s
Seconds: 13, Total Iterations: 6000, Iteration per second: 461.538462, Best solution: 969497 found at 6s
Seconds: 13, Total Iterations: 6100, Iteration per second: 469.230769, Best solution: 969497 found at 6s
Seconds: 13, Total Iterations: 6200, Iteration per second: 476.923077, Best solution: 969497 found at 6s
Seconds: 14, Total Iterations: 6300, Iteration per second: 450.000000, Best solution: 969497 found at 6s
Seconds: 14, Total Iterations: 6400, Iteration per second: 457.142857, Best solution: 969497 found at 6s
Seconds: 14, Total Iterations: 6500, Iteration per second: 464.285714, Best solution: 969497 found at 6s
Seconds: 14, Total Iterations: 6600, Iteration per second: 471.428571, Best solution: 969497 found at 6s
Seconds: 14, Total Iterations: 6700, Iteration per second: 478.571429, Best solution: 969497 found at 6s
Seconds: 15, Total Iterations: 6800, Iteration per second: 453.333333, Best solution: 969497 found at 6s
Seconds: 15, Total Iterations: 6900, Iteration per second: 460.000000, Best solution: 969497 found at 6s
Seconds: 15, Total Iterations: 7000, Iteration per second: 466.666667, Best solution: 969497 found at 6s
Seconds: 15, Total Iterations: 7100, Iteration per second: 473.333333, Best solution: 969497 found at 6s
Seconds: 15, Total Iterations: 7200, Iteration per second: 480.000000, Best solution: 969497 found at 6s
Seconds: 15, Total Iterations: 7300, Iteration per second: 486.666667, Best solution: 969497 found at 6s
Seconds: 16, Total Iterations: 7400, Iteration per second: 462.500000, Best solution: 969497 found at 6s
Seconds: 16, Total Iterations: 7500, Iteration per second: 468.750000, Best solution: 969497 found at 6s
Seconds: 16, Total Iterations: 7600, Iteration per second: 475.000000, Best solution: 969497 found at 6s
Seconds: 16, Total Iterations: 7700, Iteration per second: 481.250000, Best solution: 969497 found at 6s
Seconds: 16, Total Iterations: 7800, Iteration per second: 487.500000, Best solution: 969497 found at 6s
Seconds: 17, Total Iterations: 7900, Iteration per second: 464.705882, Best solution: 969497 found at 6s
Seconds: 17, Total Iterations: 8000, Iteration per second: 470.588235, Best solution: 969497 found at 6s
Seconds: 17, Total Iterations: 8100, Iteration per second: 476.470588, Best solution: 969497 found at 6s
Seconds: 17, Total Iterations: 8200, Iteration per second: 482.352941, Best solution: 969497 found at 6s
Seconds: 17, Total Iterations: 8300, Iteration per second: 488.235294, Best solution: 969497 found at 6s
Seconds: 18, Total Iterations: 8400, Iteration per second: 466.666667, Best solution: 969497 found at 6s
Seconds: 18, Total Iterations: 8500, Iteration per second: 472.222222, Best solution: 969497 found at 6s
Seconds: 18, Total Iterations: 8600, Iteration per second: 477.777778, Best solution: 969497 found at 6s
Seconds: 18, Total Iterations: 8700, Iteration per second: 483.333333, Best solution: 969497 found at 6s
Seconds: 18, Total Iterations: 8800, Iteration per second: 488.888889, Best solution: 969497 found at 6s
Seconds: 19, Total Iterations: 8900, Iteration per second: 468.421053, Best solution: 969497 found at 6s
Seconds: 19, Total Iterations: 9000, Iteration per second: 473.684211, Best solution: 969497 found at 6s
Seconds: 19, Total Iterations: 9100, Iteration per second: 478.947368, Best solution: 969497 found at 6s
Seconds: 19, Total Iterations: 9200, Iteration per second: 484.210526, Best solution: 969497 found at 6s
Seconds: 19, Total Iterations: 9300, Iteration per second: 489.473684, Best solution: 969497 found at 6s
Seconds: 19, Total Iterations: 9400, Iteration per second: 494.736842, Best solution: 969497 found at 6s
Seconds: 20, Total Iterations: 9500, Iteration per second: 475.000000, Best solution: 969497 found at 6s
Seconds: 20, Total Iterations: 9600, Iteration per second: 480.000000, Best solution: 969497 found at 6s
Seconds: 20, Total Iterations: 9700, Iteration per second: 485.000000, Best solution: 969497 found at 6s
Seconds: 20, Total Iterations: 9800, Iteration per second: 490.000000, Best solution: 969497 found at 6s
Seconds: 20, Total Iterations: 9900, Iteration per second: 495.000000, Best solution: 969497 found at 6s
Seconds: 21, Total Iterations: 10000, Iteration per second: 476.190476, Best solution: 969497 found at 6s
Seconds: 21, Total Iterations: 10100, Iteration per second: 480.952381, Best solution: 969497 found at 6s
Seconds: 21, Total Iterations: 10200, Iteration per second: 485.714286, Best solution: 969497 found at 6s
Seconds: 21, Total Iterations: 10300, Iteration per second: 490.476190, Best solution: 969497 found at 6s
Seconds: 22, Total Iterations: 10400, Iteration per second: 472.727273, Best solution: 969497 found at 6s
Seconds: 22, Total Iterations: 10500, Iteration per second: 477.272727, Best solution: 969497 found at 6s
Seconds: 22, Total Iterations: 10600, Iteration per second: 481.818182, Best solution: 969497 found at 6s
Seconds: 22, Total Iterations: 10700, Iteration per second: 486.363636, Best solution: 969497 found at 6s
Seconds: 22, Total Iterations: 10800, Iteration per second: 490.909091, Best solution: 969497 found at 6s
Seconds: 23, Total Iterations: 10900, Iteration per second: 473.913043, Best solution: 969497 found at 6s
Seconds: 23, Total Iterations: 11000, Iteration per second: 478.260870, Best solution: 969497 found at 6s
Seconds: 23, Total Iterations: 11100, Iteration per second: 482.608696, Best solution: 969497 found at 6s
Seconds: 23, Total Iterations: 11200, Iteration per second: 486.956522, Best solution: 969497 found at 6s
Seconds: 23, Total Iterations: 11300, Iteration per second: 491.304348, Best solution: 969497 found at 6s
Seconds: 24, Total Iterations: 11400, Iteration per second: 475.000000, Best solution: 969497 found at 6s
Seconds: 24, Total Iterations: 11500, Iteration per second: 479.166667, Best solution: 969497 found at 6s
Seconds: 24, Total Iterations: 11600, Iteration per second: 483.333333, Best solution: 969497 found at 6s
Seconds: 24, Total Iterations: 11700, Iteration per second: 487.500000, Best solution: 969497 found at 6s
Seconds: 24, Total Iterations: 11800, Iteration per second: 491.666667, Best solution: 969497 found at 6s
Seconds: 25, Total Iterations: 11900, Iteration per second: 476.000000, Best solution: 969497 found at 6s
Seconds: 25, Total Iterations: 12000, Iteration per second: 480.000000, Best solution: 969497 found at 6s
Seconds: 25, Total Iterations: 12100, Iteration per second: 484.000000, Best solution: 969497 found at 6s
Seconds: 25, Total Iterations: 12200, Iteration per second: 488.000000, Best solution: 969497 found at 6s
Seconds: 25, Total Iterations: 12300, Iteration per second: 492.000000, Best solution: 969497 found at 6s
