Running GRASP algorithm...
Seconds: 0, Iteration: 10, Iteration per second: Infinity, Best solution: 764591 found at 0s
Seconds: 1, Iteration: 20, Iteration per second: 20.000000, Best solution: 784379 found at 0s
Seconds: 1, Iteration: 30, Iteration per second: 30.000000, Best solution: 788253 found at 1s
Seconds: 1, Iteration: 40, Iteration per second: 40.000000, Best solution: 802039 found at 1s
Seconds: 1, Iteration: 50, Iteration per second: 50.000000, Best solution: 802039 found at 1s
Seconds: 1, Iteration: 60, Iteration per second: 60.000000, Best solution: 802417 found at 1s
Seconds: 1, Iteration: 70, Iteration per second: 70.000000, Best solution: 802417 found at 1s
Seconds: 1, Iteration: 80, Iteration per second: 80.000000, Best solution: 802417 found at 1s
Seconds: 1, Iteration: 90, Iteration per second: 90.000000, Best solution: 802417 found at 1s
Seconds: 1, Iteration: 100, Iteration per second: 100.000000, Best solution: 802417 found at 1s
Seconds: 1, Iteration: 110, Iteration per second: 110.000000, Best solution: 802417 found at 1s
Seconds: 1, Iteration: 120, Iteration per second: 120.000000, Best solution: 802417 found at 1s
Seconds: 2, Iteration: 130, Iteration per second: 65.000000, Best solution: 803358 found at 2s
Seconds: 2, Iteration: 140, Iteration per second: 70.000000, Best solution: 803543 found at 2s
Seconds: 2, Iteration: 150, Iteration per second: 75.000000, Best solution: 804811 found at 2s
Seconds: 2, Iteration: 160, Iteration per second: 80.000000, Best solution: 805067 found at 2s
Seconds: 2, Iteration: 170, Iteration per second: 85.000000, Best solution: 805067 found at 2s
Seconds: 2, Iteration: 180, Iteration per second: 90.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 190, Iteration per second: 95.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 200, Iteration per second: 100.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 210, Iteration per second: 105.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 220, Iteration per second: 110.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 230, Iteration per second: 115.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 240, Iteration per second: 120.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 250, Iteration per second: 125.000000, Best solution: 805068 found at 2s
Seconds: 2, Iteration: 260, Iteration per second: 130.000000, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 270, Iteration per second: 90.000000, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 280, Iteration per second: 93.333333, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 290, Iteration per second: 96.666667, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 300, Iteration per second: 100.000000, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 310, Iteration per second: 103.333333, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 320, Iteration per second: 106.666667, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 330, Iteration per second: 110.000000, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 340, Iteration per second: 113.333333, Best solution: 805068 found at 2s
Seconds: 3, Iteration: 350, Iteration per second: 116.666667, Best solution: 805068 found at 2s
