Running GRASP algorithm...
Running with 31 threads (Available processors: 31).
Seconds: 1, Total Iterations: 100, Iteration per second: 100.000000, Best solution: 1058571 found at 1s
Seconds: 2, Total Iterations: 200, Iteration per second: 100.000000, Best solution: 1066339 found at 2s
Seconds: 2, Total Iterations: 300, Iteration per second: 150.000000, Best solution: 1068034 found at 2s
Seconds: 2, Total Iterations: 400, Iteration per second: 200.000000, Best solution: 1069834 found at 2s
Seconds: 3, Total Iterations: 500, Iteration per second: 166.666667, Best solution: 1073253 found at 2s
Seconds: 3, Total Iterations: 600, Iteration per second: 200.000000, Best solution: 1073432 found at 3s
Seconds: 3, Total Iterations: 700, Iteration per second: 233.333333, Best solution: 1073654 found at 3s
Seconds: 3, Total Iterations: 800, Iteration per second: 266.666667, Best solution: 1075296 found at 3s
Seconds: 4, Total Iterations: 900, Iteration per second: 225.000000, Best solution: 1077442 found at 3s
Seconds: 4, Total Iterations: 1000, Iteration per second: 250.000000, Best solution: 1090310 found at 4s
Seconds: 4, Total Iterations: 1100, Iteration per second: 275.000000, Best solution: 1092491 found at 4s
Seconds: 4, Total Iterations: 1200, Iteration per second: 300.000000, Best solution: 1094843 found at 4s
Seconds: 5, Total Iterations: 1300, Iteration per second: 260.000000, Best solution: 1095704 found at 5s
Seconds: 5, Total Iterations: 1400, Iteration per second: 280.000000, Best solution: 1096738 found at 5s
Seconds: 5, Total Iterations: 1500, Iteration per second: 300.000000, Best solution: 1097109 found at 5s
Seconds: 6, Total Iterations: 1600, Iteration per second: 266.666667, Best solution: 1097109 found at 5s
Seconds: 6, Total Iterations: 1700, Iteration per second: 283.333333, Best solution: 1097130 found at 6s
Seconds: 6, Total Iterations: 1800, Iteration per second: 300.000000, Best solution: 1097357 found at 6s
Seconds: 6, Total Iterations: 1900, Iteration per second: 316.666667, Best solution: 1097357 found at 6s
Seconds: 7, Total Iterations: 2000, Iteration per second: 285.714286, Best solution: 1097357 found at 6s
Seconds: 7, Total Iterations: 2100, Iteration per second: 300.000000, Best solution: 1097357 found at 6s
Seconds: 7, Total Iterations: 2200, Iteration per second: 314.285714, Best solution: 1097377 found at 7s
Seconds: 7, Total Iterations: 2300, Iteration per second: 328.571429, Best solution: 1097411 found at 7s
Seconds: 8, Total Iterations: 2400, Iteration per second: 300.000000, Best solution: 1097411 found at 7s
Seconds: 8, Total Iterations: 2500, Iteration per second: 312.500000, Best solution: 1097658 found at 8s
Seconds: 8, Total Iterations: 2600, Iteration per second: 325.000000, Best solution: 1097658 found at 8s
Seconds: 9, Total Iterations: 2700, Iteration per second: 300.000000, Best solution: 1097679 found at 8s
Seconds: 9, Total Iterations: 2800, Iteration per second: 311.111111, Best solution: 1097721 found at 9s
Seconds: 9, Total Iterations: 2900, Iteration per second: 322.222222, Best solution: 1097721 found at 9s
Seconds: 10, Total Iterations: 3000, Iteration per second: 300.000000, Best solution: 1098785 found at 9s
Seconds: 10, Total Iterations: 3100, Iteration per second: 310.000000, Best solution: 1098785 found at 9s
Seconds: 10, Total Iterations: 3200, Iteration per second: 320.000000, Best solution: 1098785 found at 9s
Seconds: 10, Total Iterations: 3300, Iteration per second: 330.000000, Best solution: 1099420 found at 10s
Seconds: 11, Total Iterations: 3400, Iteration per second: 309.090909, Best solution: 1099420 found at 10s
Seconds: 11, Total Iterations: 3500, Iteration per second: 318.181818, Best solution: 1099640 found at 11s
Seconds: 11, Total Iterations: 3600, Iteration per second: 327.272727, Best solution: 1099640 found at 11s
Seconds: 11, Total Iterations: 3700, Iteration per second: 336.363636, Best solution: 1100348 found at 11s
Seconds: 12, Total Iterations: 3800, Iteration per second: 316.666667, Best solution: 1100348 found at 11s
Seconds: 12, Total Iterations: 3900, Iteration per second: 325.000000, Best solution: 1100348 found at 11s
Seconds: 12, Total Iterations: 4000, Iteration per second: 333.333333, Best solution: 1100348 found at 11s
Seconds: 13, Total Iterations: 4100, Iteration per second: 315.384615, Best solution: 1100348 found at 11s
Seconds: 13, Total Iterations: 4200, Iteration per second: 323.076923, Best solution: 1100348 found at 11s
Seconds: 13, Total Iterations: 4300, Iteration per second: 330.769231, Best solution: 1100348 found at 11s
Seconds: 13, Total Iterations: 4400, Iteration per second: 338.461538, Best solution: 1100368 found at 13s
